road,tract
51,22
30,22
51,1
30,22
30,22
2,2
2,5
30,22
5,2
51,1
71,2
5,2
11,11
313,15
313,15
5,2
5,2
6,8
5,2
30,8
71,2
30,8
5,2
30,17
2,2
2,5
5,2
51,1
51,1
51,1
51,1
2,5
128,1
5,2
5,2
51,1
51,1
51,1
1,1
71,2
82,1
5,2
82,1
2,5
43,1
36,1
43,1
49,14
5,2
129,14
129,14
36,14
5,2
5,2
22,14
22,15
63,2
63,2
147,2
63,2
71,2
78,2
63,2
63,2
63,2
63,2
23,15
71,2
71,2
71,2
5,2
25,15
22,16
273,94
22,16
22,16
273,94
22,16
273,95
25,6
22,6
131,6
276,95
311,106
312,106
276,95
312,106
311,106
521,106
312,106
276,99
276,99
133,143
133,143
133,143
291,2
133,144
289,2
133,144
133,144
289,2
289,2
289,2
133,144
289,2
133,124
133,124
289,2
75,124
522,2
63,2
63,2
63,2
133,124
63,2
63,2
28,6
63,2
264,2
133,6
524,2
30,103
497,104
378,2
308,101
277,92
277,92
496,101
311,106
496,101
308,101
384,92
266,92
382,92
266,92
382,92
268,92
311,106
269,92
496,101
268,92
30,15
30,15
30,15
30,102
30,102
30,102
268,92
273,94
273,94
270,92
270,92
274,92
30,102
30,102
30,102
270,92
268,92
30,102
30,103
30,103
270,92
75,102
30,103
270,92
270,92
270,92
30,103
51,22
279,96
279,96
279,96
279,96
51,1
30,22
280,92
280,92
280,92
51,1
6,8
30,8
280,92
280,92
279,97
30,8
30,8
30,17
30,17
279,96
279,96
279,96
279,96
279,96
266,92
382,92
268,92
283,92
270,92
271,92
270,92
51,1
51,1
51,1
284,92
270,92
272,94
82,1
285,94
273,94
82,1
270,92
270,92
85,1
85,1
251,1
85,1
273,94
82,1
82,1
82,1
273,95
82,1
287,95
287,95
287,95
287,95
287,95
287,95
287,95
89,1
287,95
89,1
287,99
89,1
525,99
89,1
291,99
85,1
89,43
5,2
5,2
85,1
85,1
89,43
5,2
119,45
71,2
151,45
5,2
2,2
119,45
119,45
119,45
2,2
82,1
82,1
82,1
249,1
66,2
249,1
63,5
250,1
1,1
249,1
250,1
1,1
249,1
249,1
250,1
49,14
66,5
66,2
49,14
63,5
48,14
50,1
49,1
49,1
250,1
49,1
49,1
5,5
49,14
5,5
2,2
49,14
129,14
2,5
2,5
306,5
129,14
36,14
36,14
306,5
36,14
62,14
306,5
36,14
36,14
13,7
13,7
36,24
36,24
138,7
36,24
40,24
389,13
36,24
40,24
36,24
40,24
40,24
40,28
19,13
40,51
40,51
5,2
40,51
2,2
189,52
40,52
2,5
2,5
379,52
2,5
2,5
36,52
135,52
36,52
137,52
137,52
137,52
143,13
36,52
143,12
140,53
142,53
142,53
5,2
5,2
5,2
2,5
2,5
141,52
2,5
2,5
141,52
141,52
20,12
20,85
20,85
13,13
20,85
141,52
141,52
142,53
142,53
66,26
64,6
149,6
69,28
66,5
75,2
66,5
74,2
74,2
73,2
141,55
66,5
73,2
66,2
526,55
141,55
470,55
141,51
66,2
66,2
66,2
66,2
66,2
63,2
63,2
63,2
63,2
63,2
63,2
141,51
527,51
141,51
81,2
141,51
141,51
141,51
80,2
141,52
420,52
478,32
99,32
72,14
35,14
478,32
72,14
76,17
35,14
478,32
35,14
35,14
478,24
92,15
35,14
99,32
99,32
92,32
35,24
92,32
92,32
528,33
528,145
528,33
528,33
92,32
92,32
91,24
529,33
92,33
92,32
35,24
92,33
93,24
92,33
148,26
94,29
530,26
92,29
96,29
92,29
69,28
92,54
66,29
531,54
66,29
99,29
531,54
532,54
49,14
82,1
478,32
82,1
1,1
49,14
1,1
478,32
478,32
99,32
49,14
50,1
478,32
1,1
478,32
49,1
478,32
79,1
1,1
478,24
478,24
40,24
478,24
72,0
0,1
82,1
76,22
76,22
76,22
76,22
76,22
72,1
76,22
72,1
72,1
72,1
72,1
72,1
72,1
72,0
72,14
72,14
35,14
92,17
72,0
0,1
35,0
0,1
0,1
0,0
0,1
1,1
15,15
103,19
15,15
204,19
171,47
36,19
159,39
30,39
41,19
159,39
215,19
215,19
341,18
340,18
107,39
38,19
76,39
72,18
72,18
72,18
76,39
338,19
72,0
76,31
72,0
76,31
76,31
72,0
76,31
76,31
338,19
76,21
76,21
72,0
107,39
107,39
72,18
72,0
72,18
72,0
72,0
72,0
105,37
76,31
103,37
76,31
103,38
72,0
103,38
105,37
72,0
72,0
76,21
72,0
105,37
76,21
106,38
105,37
72,0
341,18
340,18
215,19
215,19
106,38
215,19
106,38
183,67
340,18
341,18
341,18
341,18
195,65
341,18
102,46
41,19
41,19
40,19
392,46
102,46
41,19
182,46
102,67
183,67
182,46
182,46
82,1
533,46
182,46
82,1
182,46
102,46
82,1
82,1
103,67
192,70
82,1
102,67
82,1
102,67
102,67
534,67
102,67
89,1
89,1
89,1
89,1
102,58
102,58
89,1
102,49
89,1
102,49
102,49
82,1
319,47
82,1
82,1
319,39
319,39
30,39
58,39
51,22
58,31
58,31
30,22
58,31
76,22
30,22
30,22
58,31
58,31
30,22
51,1
30,22
30,22
51,1
51,1
51,1
102,49
187,47
187,47
6,8
187,47
30,8
51,1
319,47
51,1
187,47
51,1
30,22
30,22
337,34
30,22
187,34
30,22
187,34
51,22
55,34
51,22
30,22
51,1
158,35
30,22
30,22
187,47
51,1
51,1
51,1
187,47
187,47
51,1
216,107
103,19
51,1
103,19
51,1
51,1
220,19
216,107
1,1
423,19
82,1
211,19
204,72
82,1
204,19
82,1
204,19
82,1
204,19
204,19
103,19
51,1
204,19
215,19
51,1
204,19
51,1
51,1
51,1
51,1
1,1
211,19
51,1
535,72
103,38
51,1
106,38
60,1
43,1
103,38
103,38
129,14
106,38
42,40
129,14
129,14
258,106
22,14
35,15
42,40
42,40
42,40
182,36
42,40
42,40
23,15
42,40
25,15
22,15
258,123
103,36
105,37
536,123
103,37
258,123
103,38
103,38
258,123
42,40
22,16
258,103
258,103
258,103
334,36
25,16
258,123
22,16
195,41
195,41
195,41
200,41
195,41
195,44
253,6
22,6
195,44
131,6
131,6
131,6
114,44
195,46
195,46
537,146
538,146
195,46
195,46
461,64
539,146
539,146
195,46
195,64
195,64
195,64
195,64
195,64
537,146
539,147
539,147
258,147
258,147
258,149
540,149
258,149
258,149
541,149
183,67
258,149
183,67
102,67
542,149
258,149
543,149
544,67
258,150
102,67
464,67
545,67
102,67
258,150
498,67
498,67
102,58
122,48
446,125
122,48
122,48
446,125
122,48
446,138
185,47
122,48
539,152
122,49
498,67
498,67
546,152
546,152
546,152
275,153
106,38
103,38
103,38
122,48
106,38
547,153
109,38
539,153
103,38
548,153
106,38
539,146
446,125
446,125
182,38
448,125
326,38
446,125
182,38
447,125
109,38
447,125
447,125
443,126
109,38
443,154
103,38
443,154
109,38
549,154
551,154
103,38
109,38
551,125
275,154
275,154
122,48
275,155
122,48
275,155
122,49
275,155
125,39
122,49
122,49
122,31
57,31
275,156
57,31
552,157
57,0
72,0
43,0
553,157
43,0
43,0
553,157
43,0
554,157
43,0
539,153
35,0
43,0
35,0
555,158
495,148
495,148
43,0
43,0
35,0
0,1
556,148
43,1
43,1
35,1
495,148
495,148
495,150
51,1
311,150
495,106
495,106
495,106
495,106
258,123
43,1
43,1
22,16
557,123
49,14
557,6
557,6
72,1
76,22
36,14
72,1
22,14
22,15
22,15
22,15
72,1
72,14
23,15
25,15
76,17
76,17
76,17
22,15
25,16
22,16
22,16
154,15
25,16
154,15
25,16
405,16
25,16
22,16
15,20
25,6
25,6
26,15
26,15
22,6
131,6
25,6
131,6
25,6
25,6
25,16
25,16
413,16
28,6
25,16
51,1
72,1
51,1
51,1
258,6
343,6
51,1
408,26
408,27
128,1
51,1
246,27
51,1
150,27
1,1
409,27
63,27
63,7
82,1
63,5
409,27
408,27
409,27
1,1
558,27
107,39
76,39
76,39
76,39
409,27
411,27
411,27
63,5
76,39
76,39
70,5
63,2
72,0
71,2
78,2
5,2
76,31
72,0
5,2
72,0
76,31
76,31
76,31
36,0
35,0
71,2
88,0
88,0
48,0
48,0
48,0
48,0
48,1
2,2
0,1
2,5
1,1
2,5
5,2
5,2
216,72
216,72
5,2
2,2
114,76
216,76
216,76
216,19
216,76
216,76
226,76
216,76
5,2
216,76
2,2
216,107
216,107
429,19
494,107
2,5
337,34
2,5
338,19
477,34
477,34
338,19
5,2
5,2
30,39
107,39
216,41
559,41
216,41
559,41
5,2
216,72
111,41
560,41
561,119
216,72
216,72
560,41
426,119
216,72
560,41
5,2
118,41
562,41
560,41
563,41
2,5
5,2
5,2
271,119
5,2
271,119
271,119
271,119
71,2
479,133
5,2
2,2
118,119
474,119
38,119
38,119
2,5
38,119
38,119
2,5
479,119
5,2
479,134
475,119
474,119
474,119
474,119
475,119
564,119
565,133
565,133
565,133
5,2
565,133
5,2
565,133
71,2
5,2
565,133
565,135
565,135
71,2
565,136
565,136
565,136
565,136
565,136
566,91
20,114
567,137
565,137
568,137
568,137
5,2
568,137
2,2
490,138
489,136
567,137
444,126
447,125
444,126
446,125
444,126
5,2
446,125
71,2
5,2
490,138
450,126
450,126
450,126
426,127
276,99
449,129
276,99
450,127
449,129
450,127
376,99
451,129
291,99
452,129
263,2
451,130
289,2
289,2
289,2
289,2
451,130
451,130
289,2
66,2
451,130
63,2
453,131
63,2
63,2
454,132
457,132
63,2
304,2
451,131
63,2
63,2
63,2
569,2
147,2
451,132
63,2
460,132
378,2
277,92
277,92
459,121
279,96
277,92
279,96
279,96
279,96
279,96
459,121
459,121
459,120
459,59
266,92
459,59
459,59
266,92
125,9
268,92
268,92
459,9
459,9
268,92
268,92
3,3
0,3
270,92
3,3
270,92
7,3
268,92
273,94
273,94
270,92
270,92
270,92
7,9
7,9
270,92
268,92
0,3
270,92
97,21
0,3
0,22
273,94
270,92
273,94
270,92
0,22
35,0
270,92
0,0
273,95
270,92
270,92
273,95
82,1
276,95
280,92
280,92
82,1
82,1
82,1
280,92
82,1
280,92
268,92
82,1
270,92
270,92
107,35
30,39
107,39
76,39
76,39
76,39
72,18
270,92
270,92
270,92
72,18
76,39
270,92
270,92
72,0
270,92
72,0
76,31
72,0
284,92
270,92
273,94
72,0
76,31
76,31
239,70
72,0
76,31
72,0
76,21
76,21
102,0
273,95
72,0
288,95
72,0
287,95
287,95
72,0
72,0
239,69
36,1
0,1
0,1
287,95
239,70
48,1
0,1
287,99
287,99
239,70
291,99
0,1
291,99
291,2
292,2
289,2
239,70
1,1
289,2
38,41
38,41
570,2
271,119
289,2
289,2
271,119
503,119
388,2
271,119
301,2
66,2
271,119
66,2
388,2
271,119
271,119
66,2
73,2
73,2
271,119
38,119
38,119
66,2
38,119
38,119
38,41
38,72
113,72
75,2
73,2
271,72
38,19
38,19
81,2
216,19
75,2
501,19
337,107
305,91
337,19
337,107
305,91
38,19
305,91
477,34
305,91
477,34
477,34
262,91
571,133
38,133
38,133
306,5
38,133
271,133
38,133
38,133
63,5
13,7
38,133
38,133
13,7
138,7
13,7
271,133
271,133
38,133
38,133
271,119
271,119
271,119
271,119
508,119
38,133
51,1
20,12
20,12
38,119
20,12
38,119
19,13
572,119
38,119
38,119
306,5
38,119
38,119
38,119
38,135
271,135
271,135
38,135
271,135
63,5
38,135
38,159
38,159
38,159
38,160
63,5
271,160
271,160
5,2
38,161
271,161
38,162
573,162
38,162
38,162
38,163
38,163
574,163
38,163
38,163
574,163
38,163
574,163
5,2
5,2
72,1
66,26
27,26
408,26
66,26
66,26
66,27
72,1
96,29
67,29
72,14
63,30
66,27
576,164
577,164
66,27
35,14
38,163
13,7
271,164
74,2
74,2
74,2
73,2
75,2
74,2
74,2
66,2
66,2
66,2
66,2
66,2
63,2
77,2
63,2
63,2
63,2
63,2
63,2
71,2
147,2
81,2
80,2
71,2
25,14
578,163
71,2
40,14
72,18
36,18
72,18
100,18
578,163
36,0
35,14
576,164
36,0
578,163
36,0
578,163
271,135
35,1
35,1
271,159
36,1
579,160
580,160
72,1
35,14
581,160
35,14
35,14
35,14
22,14
271,160
271,160
35,14
92,32
271,161
35,24
35,24
271,161
35,24
35,24
91,24
35,24
271,162
35,24
271,162
35,24
271,162
35,24
93,29
271,162
582,29
92,29
271,162
271,162
105,37
271,162
103,37
271,162
103,38
103,38
425,37
103,38
103,38
105,37
271,163
271,163
271,163
105,37
271,163
106,38
105,37
105,37
271,163
271,163
38,133
105,37
271,41
271,133
185,47
38,133
171,47
271,119
271,119
159,39
30,39
159,39
271,119
271,41
509,119
107,39
271,119
106,38
106,38
106,38
271,119
103,38
271,119
271,119
103,38
122,48
271,135
271,135
271,41
271,72
122,48
271,72
38,72
271,19
271,19
70,5
63,2
271,19
63,2
78,2
5,2
513,19
513,19
220,19
5,2
513,19
71,2
5,2
204,19
583,19
583,19
513,19
13,7
204,19
36,19
212,19
2,5
212,19
2,5
212,19
52,19
41,19
19,5
2,5
41,19
41,19
41,19
56,19
41,19
19,13
42,19
43,18
75,123
75,123
440,123
43,18
75,123
75,124
43,18
43,0
43,0
133,124
133,6
133,6
133,6
133,6
88,0
29,5
48,0
133,6
48,0
48,0
13,7
66,5
0,1
106,38
1,1
108,40
108,40
82,1
182,40
182,36
42,40
0,22
42,40
103,40
36,1
0,1
103,36
105,37
103,37
0,1
103,38
103,38
103,38
48,1
0,1
108,40
108,40
108,40
58,21
114,76
155,3
156,3
114,40
156,3
0,3
0,3
228,76
0,3
228,76
228,76
47,3
58,21
226,76
58,21
111,76
58,21
111,76
182,40
111,76
58,21
111,107
169,21
170,3
111,107
111,107
216,107
429,19
429,19
0,3
0,3
111,107
0,3
47,3
0,22
337,107
0,22
38,19
35,0
187,34
216,72
216,72
113,42
113,42
216,72
0,1
0,0
584,42
113,42
113,41
1,1
108,41
82,1
82,1
216,72
82,1
112,41
216,72
82,1
112,41
82,1
112,41
112,41
82,1
112,41
89,1
118,41
118,41
89,1
118,44
79,1
118,44
89,1
172,1
89,1
426,119
426,119
87,1
89,43
89,43
426,119
152,43
122,118
122,118
122,118
50,14
122,118
50,14
122,44
122,44
122,44
151,14
151,14
151,14
122,44
152,43
152,43
122,44
122,46
151,45
122,46
122,46
122,46
1,43
151,45
103,38
122,48
315,45
1,45
50,14
50,14
50,14
122,48
50,14
122,48
260,14
1,43
122,48
50,14
122,48
1,43
152,43
124,47
82,1
82,1
1,1
1,1
1,1
71,2
1,1
25,6
22,6
1,43
29,6
51,1
51,1
343,6
149,6
85,1
89,1
51,0
66,5
66,5
74,2
74,2
74,2
73,2
82,1
86,0
82,1
75,2
66,2
51,0
51,0
66,2
66,2
66,2
66,2
63,2
77,2
63,2
63,2
63,2
63,2
63,2
83,0
71,2
515,2
81,2
79,0
176,0
176,0
585,0
176,0
71,2
176,0
518,0
5,2
176,0
107,39
107,39
176,0
176,0
176,0
72,18
72,18
100,18
100,18
72,18
57,0
176,0
35,0
35,0
176,0
176,0
35,0
43,0
36,0
176,0
43,0
43,1
43,1
35,1
176,0
176,0
176,0
36,1
36,1
176,0
25,14
259,14
22,14
518,0
176,0
22,15
22,15
176,0
518,0
23,15
25,15
176,0
176,0
586,0
25,15
176,0
25,16
176,0
176,0
413,16
585,0
25,16
557,16
176,0
25,6
258,6
25,6
22,6
105,47
185,47
40,24
176,0
185,47
36,24
185,47
176,0
176,0
185,47
185,47
176,0
176,0
185,47
176,0
159,39
30,39
185,47
185,47
159,39
176,0
176,0
185,48
185,48
30,47
185,48
51,1
185,48
89,1
82,1
185,48
185,48
185,48
82,1
82,0
186,49
82,0
85,1
82,0
124,49
82,0
82,0
82,0
82,0
124,49
124,49
83,0
83,0
183,67
83,0
183,67
83,0
102,67
518,0
544,67
464,67
518,0
176,0
102,67
464,67
102,67
534,67
102,67
102,67
587,58
51,1
1,1
498,58
51,1
82,1
102,58
82,1
103,38
51,1
103,38
51,1
183,48
128,1
51,1
51,1
183,67
43,1
172,14
498,67
22,15
22,15
103,38
22,15
46,20
103,38
103,38
103,38
103,38
103,38
15,20
103,38
15,20
588,20
588,20
15,20
42,40
103,40
154,20
103,36
103,36
154,20
15,20
103,38
22,15
182,40
23,15
22,15
182,40
23,15
23,15
182,40
182,40
182,36
478,32
478,32
42,40
478,32
111,107
478,32
111,107
478,32
478,32
36,24
40,24
111,34
111,34
36,24
36,24
187,34
36,24
55,34
517,24
55,34
40,28
63,28
55,34
108,34
36,55
108,34
477,34
338,19
589,55
105,37
470,55
103,37
103,38
103,38
425,37
103,38
103,38
108,34
494,34
105,37
63,7
494,34
470,165
494,34
470,166
470,166
108,34
470,166
494,35
470,115
494,35
105,37
103,38
108,34
470,115
590,168
470,168
470,168
591,168
592,167
494,35
470,168
108,34
470,168
470,168
470,168
593,168
103,38
122,48
122,48
20,167
122,48
20,167
594,168
122,48
595,168
122,48
20,167
122,48
596,167
594,168
597,168
595,168
122,49
122,49
598,168
20,167
122,31
470,168
57,0
470,168
36,0
593,168
35,0
20,90
35,0
88,0
43,0
20,90
43,0
20,90
43,0
43,0
43,1
35,1
43,1
20,56
20,56
20,51
51,1
141,51
20,51
20,115
60,1
20,115
43,1
43,1
403,115
20,115
20,115
20,115
20,115
20,115
35,15
22,15
22,15
23,15
22,15
28,6
25,15
28,6
22,15
22,15
343,6
64,27
409,27
409,27
25,16
22,16
25,16
22,16
410,27
27,16
411,27
22,6
22,6
25,6
22,6
599,27
600,27
409,27
22,6
28,6
600,27
409,27
409,27
28,6
28,6
602,87
409,87
28,6
343,6
343,6
603,87
258,6
408,26
603,87
20,89
246,27
246,27
20,90
20,90
133,144
246,27
133,144
409,27
408,27
409,27
133,124
133,124
75,124
409,27
411,27
411,27
63,27
133,124
132,6
28,6
133,6
63,5
63,5
63,5
63,2
78,2
5,2
28,6
604,150
604,150
5,2
495,150
604,150
495,150
5,2
311,106
604,150
75,2
73,2
74,2
73,2
75,2
70,5
66,2
311,106
74,2
310,169
66,2
66,2
66,2
66,2
66,2
66,2
66,2
66,2
66,2
66,2
66,2
63,2
77,2
71,2
63,2
63,2
63,2
63,2
133,143
319,39
58,39
147,2
81,2
122,31
57,31
100,18
80,2
71,2
76,39
57,31
5,2
57,0
36,0
99,145
35,0
99,145
36,0
72,0
36,0
99,145
36,0
72,0
99,145
36,0
36,0
88,0
99,29
48,0
48,0
48,0
15,29
48,0
48,1
0,1
0,1
66,26
1,1
605,26
82,1
606,26
530,26
530,26
66,27
66,27
66,27
150,27
66,7
63,7
82,1
306,7
82,1
66,5
63,5
82,1
66,5
66,5
446,125
66,5
76,22
76,22
76,22
76,22
76,22
76,22
72,1
43,1
72,1
129,14
36,14
72,1
72,1
72,1
72,1
36,14
72,14
72,14
22,14
92,14
92,17
25,14
25,15
22,15
35,14
23,15
92,32
35,24
23,15
23,15
478,32
99,32
92,32
23,15
478,32
478,32
347,75
213,75
217,75
99,32
607,32
222,75
122,48
127,1
122,48
250,1
122,48
250,1
122,48
250,1
51,1
185,47
122,48
122,48
171,49
128,1
122,49
125,49
122,49
51,1
250,1
122,31
1,1
51,1
162,31
250,1
162,31
162,31
250,1
162,31
82,1
162,31
82,1
162,31
76,31
76,21
76,21
249,1
250,1
76,21
72,0
72,0
125,49
103,38
310,101
103,38
103,38
310,101
310,101
310,101
311,106
495,106
311,106
311,106
311,106
30,15
30,15
30,102
75,102
75,102
30,103
30,103
311,106
103,38
311,106
103,38
30,104
103,38
496,101
311,106
30,101
103,38
16,9
57,31
72,0
100,0
36,0
35,0
36,0
35,0
35,0
35,0
36,0
35,0
36,0
30,15
72,0
72,0
72,0
72,0
72,0
36,0
36,0
35,0
35,0
35,1
434,9
35,1
43,1
608,4
610,4
43,1
43,1
58,9
129,14
129,14
129,14
36,14
35,15
58,9
22,15
459,9
58,9
58,9
22,15
25,15
459,9
22,15
7,9
22,15
7,9
6,3
22,16
22,16
6,3
6,3
25,16
25,16
6,3
22,16
6,3
557,16
25,6
6,3
25,6
25,6
25,6
6,3
4,3
132,6
4,22
4,22
491,6
0,22
491,6
491,6
13,6
35,0
13,7
0,1
13,7
0,0
13,7
13,7
1,1
5,2
5,2
13,7
82,1
82,1
71,2
82,1
82,1
82,1
82,1
82,1
85,1
85,1
249,0
2,5
85,1
251,1
85,1
85,1
143,12
85,1
143,13
143,12
143,12
85,1
143,13
85,1
85,43
5,2
49,43
611,34
49,0
120,45
107,35
30,39
119,45
611,34
108,34
119,45
477,34
119,45
176,45
120,45
120,0
477,34
611,34
187,34
120,0
120,0
187,34
121,0
121,0
187,34
220,19
103,19
216,107
216,107
216,107
249,0
216,19
249,0
337,19
86,0
86,0
38,19
251,0
187,34
204,19
86,0
103,19
86,0
41,19
120,45
41,19
212,19
211,19
211,19
211,19
120,45
212,19
120,45
211,19
120,45
211,19
120,45
120,45
212,19
334,72
120,45
334,72
204,72
120,45
334,72
204,72
334,42
334,42
204,72
120,45
120,45
120,45
612,42
334,42
111,42
249,1
204,19
249,1
249,0
204,19
82,1
204,19
103,19
204,19
215,19
82,1
89,1
215,19
215,19
82,1
215,19
82,1
336,19
82,1
111,42
111,42
1,1
126,1
111,42
1,1
111,42
50,14
172,14
111,76
50,14
111,76
62,14
111,107
103,40
103,40
62,14
36,14
40,14
103,40
103,40
62,14
103,36
103,36
103,36
36,14
105,37
36,14
103,37
40,24
103,38
103,38
103,38
103,38
103,38
66,28
36,24
40,24
36,24
103,38
42,35
40,24
42,35
613,35
613,35
613,35
40,24
614,35
40,28
105,37
35,28
40,28
40,51
122,48
105,37
35,28
122,48
105,37
40,51
122,48
35,55
187,47
40,51
189,52
187,47
40,52
134,52
134,52
135,52
122,48
187,47
137,52
319,47
136,52
137,52
137,52
137,52
187,47
137,52
220,72
36,52
334,72
372,52
334,72
140,53
220,72
6,3
220,72
142,53
142,53
142,53
216,72
141,52
141,52
216,72
6,3
216,72
114,76
141,52
114,76
402,76
141,52
114,76
114,40
141,52
114,40
114,40
114,40
141,52
42,40
42,40
142,53
142,53
6,8
42,40
42,40
42,40
182,36
6,8
139,52
42,40
139,52
139,52
140,52
91,24
42,35
92,32
35,24
92,33
35,24
92,54
204,72
204,19
414,17
204,19
204,19
204,19
35,55
204,19
92,51
204,19
35,51
35,51
113,72
76,17
144,51
144,51
204,72
92,51
204,72
204,72
92,56
204,72
505,72
92,56
204,19
92,56
145,51
92,57
92,57
204,19
113,72
113,72
92,57
92,57
113,72
113,42
113,42
139,52
139,57
113,42
113,41
40,52
51,1
76,22
51,1
195,41
72,1
195,41
51,1
208,41
72,1
51,1
35,14
72,1
51,1
72,1
195,41
128,1
326,38
51,1
326,38
72,1
326,38
1,1
51,1
72,1
72,14
76,17
326,38
326,38
82,1
82,1
76,17
72,14
326,38
92,14
326,38
92,17
92,15
35,14
92,32
35,24
92,32
35,24
103,38
103,38
103,38
106,38
106,38
312,101
311,106
103,38
312,101
103,48
541,149
103,48
103,48
541,149
541,149
103,67
103,67
542,149
541,149
543,149
103,67
308,105
616,46
311,150
103,67
432,67
103,46
617,66
103,66
103,66
495,150
308,105
195,66
195,66
308,101
308,101
308,101
75,120
75,120
75,120
308,101
75,120
75,120
75,120
464,120
75,120
75,122
312,101
312,101
75,122
75,122
619,147
619,147
541,149
537,146
75,60
75,60
620,146
539,146
465,60
465,60
537,146
18,23
75,23
537,147
160,23
537,147
166,23
537,147
622,147
168,63
621,147
75,63
621,147
621,147
621,147
75,63
619,147
467,102
75,102
75,102
75,102
75,102
75,102
75,102
446,138
75,103
623,156
414,103
75,103
623,156
623,152
546,152
546,152
468,103
495,103
546,152
440,123
539,153
548,153
624,153
539,146
133,124
133,124
133,6
133,6
133,6
446,125
443,134
443,134
133,6
133,6
133,7
443,134
443,135
13,7
443,135
443,135
13,7
63,5
13,7
443,135
443,136
443,136
13,7
489,136
138,7
446,125
446,125
271,41
507,119
271,119
271,119
271,119
508,119
38,133
509,119
271,119
143,13
503,119
143,13
271,119
2,2
479,133
271,119
271,119
2,5
510,134
2,5
510,134
143,12
510,134
5,2
271,72
271,72
71,2
5,2
271,72
5,5
5,5
5,5
5,5
513,19
215,19
5,5
583,19
5,5
2,2
2,5
220,19
2,5
2,5
513,19
215,19
2,5
215,19
2,5
215,19
341,19
341,19
41,19
20,12
41,19
20,85
41,19
133,7
133,7
75,123
75,123
43,18
12,6
35,0
133,7
43,0
133,7
439,102
467,102
75,102
314,0
88,0
75,102
497,104
82,1
82,1
495,123
536,123
75,123
18,23
75,23
75,23
18,23
18,23
89,1
18,23
89,1
82,1
82,1
58,4
88,21
58,4
30,21
88,21
30,21
30,21
30,21
88,0
30,21
88,0
42,40
103,40
88,0
88,0
103,36
103,36
105,37
103,37
88,0
89,0
42,40
90,0
89,0
625,36
58,31
58,31
114,36
58,31
42,40
30,31
42,40
182,36
30,31
30,31
42,40
30,31
30,31
103,38
30,31
88,21
30,21
30,21
122,48
97,31
122,48
58,31
122,48
58,31
58,31
95,31
626,31
58,31
58,31
187,47
187,47
58,21
187,47
58,21
187,47
58,31
319,47
58,31
187,47
58,31
187,47
187,47
3,31
187,47
58,21
102,21
102,21
3,31
102,21
494,35
95,31
54,31
95,31
54,31
95,31
187,47
30,31
30,31
187,47
54,31
30,31
187,47
187,47
88,21
187,47
88,21
88,21
88,21
319,37
319,47
182,36
88,21
42,40
88,21
42,40
122,31
30,31
122,31
42,35
162,39
42,35
162,31
494,35
494,35
108,40
30,31
108,40
162,31
30,31
162,31
182,40
182,40
114,40
111,76
30,31
58,31
58,31
111,76
58,31
30,31
108,40
30,31
30,31
108,40
111,76
47,31
30,31
108,40
30,31
216,76
30,31
47,31
216,76
47,31
88,21
216,72
334,42
88,21
88,21
95,31
612,42
97,31
216,72
97,31
97,31
114,76
97,31
216,76
216,76
216,19
216,76
216,76
430,19
226,76
88,21
58,31
334,42
111,42
58,31
111,42
58,31
58,31
111,42
97,31
58,31
58,31
47,31
122,31
30,31
122,31
30,31
195,41
162,31
200,41
30,31
195,41
200,41
30,31
200,41
95,31
95,31
199,44
95,31
58,31
195,44
58,31
106,38
462,38
174,44
54,31
106,44
626,31
106,44
58,31
195,44
114,38
95,31
95,31
3,31
95,31
95,31
195,46
461,64
195,64
3,31
195,46
102,21
102,21
195,64
195,64
47,31
195,64
195,65
47,31
47,31
178,46
47,31
182,46
182,46
533,46
182,46
47,21
102,46
103,67
47,3
0,22
102,67
35,0
534,67
102,67
587,58
0,1
48,1
498,58
102,58
51,1
250,1
250,1
250,1
122,48
122,48
250,1
122,48
122,48
249,1
122,49
250,1
124,49
250,43
124,49
250,43
124,49
124,49
124,49
124,49
172,14
124,49
124,49
172,14
172,14
172,14
103,38
122,48
103,48
60,1
103,48
249,1
15,67
183,67
60,1
249,1
627,48
249,1
464,67
464,67
249,1
49,14
464,67
249,1
464,67
464,67
50,14
50,14
50,14
464,67
464,120
464,120
464,120
120,45
464,120
120,45
464,120
464,120
120,45
120,45
120,45
464,120
82,1
82,1
75,122
82,1
82,0
85,1
75,122
75,122
86,0
86,0
435,122
436,23
86,0
86,0
172,0
168,63
75,63
86,0
120,45
120,45
75,102
75,102
75,102
75,102
75,102
628,102
487,102
487,103
82,1
414,103
82,1
1,1
487,103
1,1
487,103
1,1
487,103
487,103
79,1
487,103
1,1
413,103
413,103
49,43
49,43
557,103
258,6
413,123
413,123
413,123
413,123
413,123
89,43
413,123
413,123
119,45
413,124
133,124
119,45
75,124
119,45
75,124
119,45
119,45
306,124
176,45
306,5
306,5
120,45
306,5
120,45
120,0
306,5
306,5
306,5
120,45
13,7
14,7
13,7
138,7
13,7
87,0
85,1
87,0
87,0
260,1
86,0
143,13
143,13
120,45
120,45
5,2
5,2
120,45
5,2
120,45
121,0
71,2
120,45
120,45
5,2
120,45
120,45
123,45
120,45
2,5
2,5
120,45
151,14
151,14
151,14
143,12
143,12
151,14
151,14
36,14
151,14
151,14
36,24
36,24
151,45
85,1
85,43
315,45
151,45
151,45
119,45
2,5
2,5
85,43
2,5
2,5
