road,tract
54,21
54,21
3,3
0,3
54,21
54,21
3,3
3,3
3,3
3,3
610,4
3,3
4,3
7,4
8,4
9,4
9,4
9,4
608,4
9,4
9,4
9,4
701,23
18,23
16,9
15,9
16,9
15,8
15,8
30,17
32,17
32,17
32,17
72,14
72,14
32,17
92,14
45,17
72,1
36,1
72,14
76,17
49,14
49,1
1,1
83,0
83,0
83,0
79,0
87,1
49,43
172,0
85,1
87,1
87,0
86,0
87,0
87,0
87,0
51,0
51,0
95,31
54,31
97,31
97,31
54,31
54,21
54,21
54,21
54,21
51,0
3,3
3,3
54,21
3,3
54,21
3,3
7,4
7,4
7,4
9,4
9,4
11,4
10,4
11,4
4,4
3,3
3,3
15,9
15,9
16,9
3,3
0,3
54,21
3,3
3,3
3,3
3,3
0,22
0,22
36,1
0,1
0,1
0,1
0,1
51,1
51,1
51,1
51,1
51,1
51,1
85,1
51,0
86,0
51,0
51,0
83,0
83,0
79,0
83,0
172,0
87,0
87,0
86,0
87,0
49,43
85,43
0,3
54,3
0,3
0,3
47,3
0,22
36,1
48,1
0,1
0,0
0,1
1,1
1,1
1,1
79,1
1,1
1,1
1,1
1,43
172,43
49,43
87,43
49,43
49,43
49,43
49,43
3,3
3,3
3,3
3,3
3,3
7,4
8,4
7,4
9,4
9,4
608,4
3,3
3,3
3,3
610,4
11,4
4,3
4,4
11,4
11,4
54,4
51,4
11,11
11,11
18,11
11,11
11,11
11,11
11,11
11,11
11,11
11,50
11,50
11,50
485,50
11,50
11,50
11,50
11,50
45,20
45,20
45,11
45,11
45,17
45,17
45,17
45,17
414,17
76,17
76,17
76,17
259,17
412,3
6,3
6,3
60,22
6,3
60,22
6,8
60,22
72,1
6,8
60,1
6,8
60,1
6,17
6,17
6,17
60,1
51,1
51,1
250,1
51,1
250,1
1,1
51,1
51,1
250,1
51,1
51,1
51,1
51,1
51,1
51,1
60,1
51,0
51,0
51,0
51,0
0,1
0,1
0,1
51,1
51,1
51,1
85,1
86,0
51,0
51,0
3,3
3,3
3,3
0,3
0,3
0,22
0,1
0,1
0,1
48,1
0,0
3,3
0,3
3,3
54,21
3,3
0,3
0,3
97,21
0,3
47,3
0,22
0,22
0,1
35,1
35,1
43,1
35,1
35,1
35,1
35,1
35,1
35,1
36,1
36,1
36,1
49,14
40,14
129,14
36,14
62,14
36,14
36,14
36,24
36,24
36,24
36,24
36,24
517,24
63,30
63,54
247,28
63,28
68,28
63,26
63,27
63,26
63,27
63,26
13,7
70,5
63,2
63,2
78,2
5,2
5,2
71,2
75,2
73,2
74,2
73,2
73,2
74,2
66,2
63,2
63,2
63,2
63,2
63,2
63,2
71,2
5,2
639,2
81,2
5,2
80,2
71,2
93,24
35,24
94,24
94,29
66,26
66,26
92,29
66,26
66,27
92,29
665,29
63,27
66,27
67,29
150,27
66,7
13,7
66,5
66,5
66,2
66,2
66,2
66,2
763,17
763,17
763,17
763,17
763,17
32,17
45,17
92,17
35,14
154,15
46,17
154,15
92,15
35,14
92,32
35,24
35,24
35,24
93,24
93,24
35,24
92,33
93,29
45,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,17
6,17
6,17
414,17
76,17
76,17
3,3
3,3
3,3
3,3
3,3
4,3
6,3
4,4
11,4
11,4
54,4
11,4
51,4
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,50
11,50
11,50
485,50
11,50
11,50
11,50
44,20
45,20
45,11
45,11
45,17
45,17
45,17
45,17
46,15
46,17
45,17
154,15
46,15
6,8
6,8
6,8
6,17
6,17
414,17
76,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
3,3
0,3
3,3
3,3
0,3
0,3
0,3
0,22
0,1
0,1
0,0
1,1
1,1
1,1
79,1
1,1
1,1
172,1
87,43
51,0
86,0
51,0
51,0
3,3
3,3
3,3
3,3
3,3
3,3
97,21
3,3
4,3
0,22
35,0
0,1
48,1
0,0
0,1
51,1
51,1
51,1
51,0
610,4
6,3
7,4
7,4
7,4
9,4
9,4
9,4
61,4
701,23
18,10
15,9
15,9
15,9
18,10
16,9
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
15,9
15,9
15,9
3,3
3,3
3,3
3,3
3,3
3,3
0,3
3,3
3,3
54,21
3,3
3,3
0,22
0,22
0,1
35,0
0,1
0,0
0,0
51,1
51,1
51,1
85,0
51,0
86,0
51,0
51,0
51,0
85,1
51,0
51,0
86,0
51,0
51,0
51,1
1,1
51,1
51,1
51,1
1,1
126,1
1,1
1,1
0,1
0,1
1,1
1,1
1,1
79,1
1,1
1,1
1,43
172,43
3,3
0,3
3,3
3,3
0,3
0,3
97,21
0,3
0,22
0,22
36,1
0,1
3,3
3,3
3,3
3,3
610,4
3,3
4,3
6,3
7,4
8,4
7,4
9,4
9,4
608,4
9,4
9,4
9,4
18,23
61,4
18,10
16,9
16,9
15,9
16,9
17,9
30,8
32,17
32,17
32,17
32,17
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,8
6,17
6,17
414,17
76,17
76,17
95,31
54,31
54,31
97,31
88,21
88,21
88,21
3,21
3,21
3,3
54,31
54,31
54,31
54,21
54,21
3,3
54,21
0,3
3,3
54,21
3,3
54,21
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
7,4
8,4
7,4
9,4
9,4
3,3
608,4
3,3
3,3
610,4
9,4
9,4
16,9
15,9
16,9
16,9
17,9
15,8
15,8
30,8
6,17
6,17
414,17
76,17
76,17
32,17
76,17
32,17
32,17
259,17
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,17
0,3
97,21
0,3
0,22
0,22
35,0
0,1
48,1
1,1
1,1
1,1
126,1
1,1
1,1
1,1
1,1
79,1
1,1
1,1
172,1
172,43
3,3
0,3
3,3
0,3
3,3
0,3
0,3
0,22
35,1
0,1
48,1
1,1
3,3
3,3
3,3
3,3
6,3
7,4
7,4
8,4
9,4
9,4
9,4
608,4
9,4
9,4
61,4
16,9
15,9
17,9
15,8
15,8
30,17
414,17
32,17
32,17
32,17
32,17
32,17
32,17
45,17
72,1
36,1
72,14
35,14
48,14
49,14
49,1
49,1
49,1
79,1
1,1
172,1
87,1
49,43
87,1
85,1
87,1
86,0
87,0
87,0
87,0
83,0
82,0
83,0
83,0
88,0
88,0
88,0
88,0
89,0
51,1
51,1
51,0
51,0
51,0
671,119
670,119
670,119
673,119
671,119
671,119
506,119
271,119
777,119
777,119
572,119
271,119
508,119
508,119
509,119
509,119
509,119
509,119
271,119
271,119
503,119
122,119
271,119
203,119
38,41
271,119
561,119
111,41
111,41
637,41
111,41
111,41
428,41
111,41
111,41
111,41
111,41
111,42
251,1
1,1
1,1
3,3
0,3
3,3
3,3
3,3
0,3
3,3
0,3
36,1
0,0
0,1
0,1
1,1
1,1
1,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
97,3
97,3
4,3
97,3
97,21
97,3
0,3
97,3
97,3
47,3
97,3
0,22
0,1
0,1
0,0
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
79,1
1,1
1,1
1,1
1,43
3,3
0,3
3,3
3,3
3,3
3,3
0,3
47,3
0,22
36,1
0,1
48,1
0,0
1,1
3,3
3,3
3,3
3,3
3,3
3,3
6,3
15,9
15,9
15,9
15,9
17,9
15,8
15,8
30,17
30,17
414,17
76,17
32,17
32,17
32,17
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,8
6,8
6,8
6,8
6,17
6,17
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
610,4
3,3
6,3
7,4
7,4
7,4
9,4
9,4
608,4
9,4
9,4
18,23
18,10
16,9
15,9
16,9
17,9
15,8
15,8
30,8
30,8
30,8
30,17
30,17
30,8
30,8
30,8
414,17
32,17
32,17
32,17
32,17
72,14
35,14
49,14
49,14
35,14
49,1
35,14
92,14
49,1
49,1
1,1
172,43
49,43
49,43
260,43
49,43
49,43
49,43
85,43
746,0
49,43
746,0
83,0
83,0
83,0
83,0
86,0
87,0
87,0
87,0
87,0
746,0
88,0
88,0
89,0
89,0
51,1
51,1
51,0
51,0
86,0
51,0
51,0
51,0
95,31
95,31
97,31
88,21
88,21
88,21
88,21
88,0
54,31
54,31
54,21
54,21
54,21
54,21
3,3
0,3
3,3
3,3
54,21
3,3
3,3
3,21
3,21
3,3
3,3
3,3
88,21
88,21
47,3
0,22
35,0
48,1
0,1
51,1
51,1
51,1
51,1
51,0
51,0
86,0
51,0
51,0
83,0
83,0
83,0
83,0
251,1
251,1
251,1
251,1
89,1
251,1
251,0
251,1
251,0
251,0
128,1
127,1
127,1
51,1
250,1
250,1
250,1
249,1
249,1
249,1
79,1
1,1
1,1
3,3
0,3
54,3
54,3
0,3
47,3
36,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
7,4
9,4
9,4
608,4
610,4
9,4
9,4
6,3
18,23
15,9
16,9
15,9
16,9
17,9
15,8
6,8
6,8
6,8
6,17
6,17
414,17
76,17
32,17
32,17
32,17
32,17
32,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
3,3
3,3
3,3
0,3
0,3
0,3
47,3
0,1
0,1
0,1
48,1
0,0
0,1
0,1
0,1
51,1
51,1
51,1
51,1
51,1
85,1
51,0
86,0
51,0
51,0
51,0
86,0
51,0
51,0
51,1
51,1
51,1
51,1
51,1
51,1
51,0
51,0
88,0
127,0
88,0
89,0
0,1
89,0
1,1
89,1
1,1
82,1
126,1
126,1
126,1
126,1
89,1
126,1
127,0
499,0
128,1
127,1
127,1
127,1
127,1
250,1
250,1
249,1
250,1
250,1
250,43
250,43
250,43
1,43
87,43
1,43
250,43
250,43
250,43
1,43
1,43
152,43
152,43
1,43
152,43
152,43
152,43
1,43
89,1
89,1
89,1
79,1
89,1
89,1
49,43
49,43
51,1
51,1
51,0
86,0
51,0
51,0
51,0
0,1
0,1
0,0
0,1
0,1
51,1
51,1
51,1
51,1
51,1
51,1
51,1
51,0
85,1
51,0
51,0
86,0
51,0
51,0
95,31
95,31
54,31
97,31
97,31
88,21
88,21
3,21
3,3
0,3
0,3
47,3
36,1
0,1
0,1
48,1
54,31
54,31
54,31
54,31
54,31
54,21
54,21
54,21
54,21
54,21
0,3
97,21
3,3
47,3
3,3
3,3
3,3
3,3
3,3
0,3
3,3
3,3
3,3
3,3
0,3
47,3
0,22
0,22
0,22
35,0
0,1
0,0
0,1
0,1
51,1
51,1
51,1
51,1
51,1
85,1
51,0
86,0
51,0
51,0
83,0
83,0
1,1
1,1
251,1
83,0
251,1
251,1
251,1
89,1
251,1
251,0
251,0
251,0
83,0
251,0
83,0
251,0
3,3
0,3
3,3
3,3
54,21
0,3
0,3
0,22
0,1
0,1
0,0
0,1
0,1
0,1
1,1
1,1
1,1
79,1
3,3
3,3
3,3
0,3
0,3
0,22
0,22
0,1
0,0
51,1
51,1
51,1
51,1
51,0
86,0
51,0
51,0
83,0
251,1
251,1
251,1
89,1
251,1
79,0
251,0
251,0
83,0
251,0
251,1
1,43
3,3
0,3
3,3
3,3
3,3
0,3
0,22
0,1
0,1
48,1
0,0
0,1
0,0
1,1
1,1
79,1
1,1
1,1
3,3
3,3
3,3
3,3
610,4
3,3
4,3
6,3
7,4
7,4
7,4
9,4
9,4
608,4
11,4
10,4
4,4
0,3
3,3
0,3
97,21
3,3
0,3
3,3
6,3
0,22
0,22
35,0
0,1
48,1
0,0
0,1
51,1
51,1
51,1
51,1
51,0
51,0
51,0
83,0
83,0
83,0
83,0
251,0
0,22
36,1
0,0
1,1
1,1
1,1
251,1
251,1
89,1
251,1
251,0
251,0
251,0
251,0
3,3
3,3
3,3
3,3
97,21
3,3
0,3
3,3
3,3
3,3
0,3
0,3
0,3
97,21
0,3
47,3
0,22
0,1
0,1
0,1
48,1
0,1
0,0
0,1
51,1
51,1
51,1
51,1
51,1
51,0
51,0
51,0
51,0
83,0
249,1
249,1
249,1
83,0
1,1
1,1
251,1
251,1
83,0
251,1
251,1
89,1
251,1
251,0
251,0
251,0
83,0
251,0
249,1
51,1
250,1
51,1
51,1
1,1
250,1
1,1
1,1
126,1
1,1
1,1
1,1
49,43
49,43
49,43
260,43
49,43
49,43
85,43
746,0
746,0
49,0
83,0
83,0
83,0
172,0
86,0
87,0
87,0
87,0
87,0
746,0
83,0
83,0
251,1
83,0
251,1
251,1
251,1
89,1
251,1
251,1
79,0
251,0
251,1
251,0
83,0
251,0
83,0
251,0
79,1
1,1
251,1
251,1
89,1
0,3
47,3
0,22
0,1
35,1
0,1
0,1
1,1
3,3
3,3
3,3
3,3
0,3
3,3
3,3
0,3
3,3
88,21
102,21
97,31
88,21
3,21
3,21
3,3
3,3
3,3
3,3
97,31
54,31
97,31
54,31
54,21
3,3
0,3
54,21
3,3
54,21
3,3
3,3
3,3
3,3
3,3
6,3
7,4
7,4
8,4
9,4
9,4
9,4
9,4
61,4
18,23
18,10
16,9
15,9
16,9
17,9
17,9
15,8
15,8
413,11
15,20
44,20
45,20
259,17
45,17
45,17
45,17
45,17
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,8
6,8
6,17
6,17
414,17
76,17
76,17
76,17
3,3
97,31
88,21
102,21
97,31
88,21
3,21
3,21
3,3
3,3
3,3
3,3
95,31
54,31
54,31
54,31
54,31
54,31
88,21
88,21
102,21
30,21
102,21
30,21
30,21
47,3
0,22
30,21
30,21
30,21
30,21
0,22
35,0
0,1
48,1
7,9
15,9
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,17
97,21
47,3
0,1
0,1
0,1
0,1
0,1
51,1
51,1
51,1
51,1
51,0
86,0
51,0
51,0
51,0
51,0
83,0
249,0
249,0
83,0
251,1
83,0
251,1
251,1
251,1
89,1
251,1
79,0
251,0
251,0
83,0
251,0
251,0
1,1
1,1
79,1
1,1
1,1
1,1
172,1
172,43
3,3
3,3
54,3
35,1
0,1
48,1
0,1
1,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
7,4
8,4
9,4
608,4
11,4
610,4
10,4
11,4
4,4
608,4
7,4
7,4
8,4
9,4
9,4
10,4
11,4
4,4
15,9
15,9
15,9
15,9
15,9
16,9
17,9
15,8
15,8
15,20
6,3
6,3
6,3
6,8
6,8
6,8
6,17
6,17
414,17
76,17
45,20
45,20
45,17
45,17
45,17
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
9,4
11,4
9,4
10,4
9,4
9,4
4,4
4,4
4,4
18,23
18,10
16,9
15,9
16,9
17,9
15,8
15,8
30,8
72,1
36,1
72,14
35,14
49,14
35,14
48,14
72,14
76,17
32,17
72,14
32,17
45,17
49,14
50,1
49,1
79,1
1,1
49,43
49,43
51,0
83,0
82,0
83,0
83,0
87,1
87,1
87,1
83,0
87,0
86,0
87,0
87,0
88,21
76,21
88,0
88,0
88,0
88,0
89,0
89,0
51,1
51,1
51,0
51,0
51,0
51,0
51,0
95,31
54,31
97,31
54,31
54,31
97,31
54,21
54,21
54,21
3,3
3,3
3,3
54,21
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
7,4
7,4
7,4
9,4
11,4
10,4
11,4
11,4
11,4
11,4
11,4
18,11
11,11
11,11
11,11
11,11
11,11
11,50
11,50
11,11
11,11
11,50
11,50
11,50
11,50
11,50
45,11
45,11
11,11
11,11
58,9
630,9
58,4
11,4
9,4
11,4
10,4
4,4
11,4
11,4
51,4
11,11
11,11
11,11
11,11
58,9
58,9
58,9
58,9
434,9
434,9
459,9
7,9
7,3
7,9
7,9
3,3
3,3
3,3
3,3
3,3
4,3
6,3
15,9
15,9
15,9
15,9
15,9
15,9
15,9
17,9
15,8
30,8
30,17
30,17
15,20
414,17
414,20
15,20
414,20
44,20
45,20
45,20
45,17
45,17
45,17
45,17
6,17
414,17
76,17
45,17
6,17
6,17
6,17
30,8
30,8
30,8
6,8
6,17
6,17
414,17
414,17
72,14
414,17
72,14
72,14
44,20
45,20
45,20
92,14
45,17
45,17
45,17
45,17
72,1
36,1
72,14
49,14
48,14
49,14
50,1
49,1
49,1
79,1
1,1
83,0
82,0
83,0
83,0
83,0
49,43
87,43
49,43
83,0
86,0
87,0
87,0
87,0
746,0
49,43
49,43
85,43
746,0
49,43
746,0
49,0
51,0
51,0
51,0
95,31
97,31
54,31
97,31
97,21
97,21
102,21
102,21
102,21
30,21
30,21
0,1
0,1
48,1
0,1
0,1
0,1
51,1
51,1
51,1
54,31
54,21
54,21
54,21
3,3
54,21
54,21
3,3
3,3
3,3
0,3
54,21
0,3
0,22
0,22
0,1
35,0
0,1
0,1
51,1
51,1
85,1
86,0
51,0
51,0
83,0
83,0
251,1
83,0
251,1
251,1
251,1
89,1
251,1
79,0
251,0
251,1
251,0
83,0
251,0
0,3
0,22
0,1
0,1
48,1
0,1
0,1
0,1
1,1
1,1
1,1
1,1
79,1
1,1
251,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
610,4
7,4
8,4
9,4
9,4
9,4
9,4
608,4
9,4
61,4
18,23
61,4
18,10
16,9
16,9
17,9
15,8
15,8
15,17
44,20
414,20
44,20
45,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,17
6,17
414,17
76,17
92,14
45,17
3,3
102,21
3,3
3,3
3,3
95,31
97,31
54,31
97,31
54,31
88,21
102,21
88,21
88,21
88,21
102,21
30,21
102,21
30,21
30,21
30,21
30,21
0,22
30,21
30,21
0,22
35,0
0,1
48,1
51,1
250,1
249,1
250,1
250,1
250,1
79,1
1,1
172,43
49,43
87,43
49,43
49,43
83,0
49,43
49,43
87,0
86,0
260,43
49,43
49,43
85,43
49,43
51,1
51,1
51,1
51,1
51,1
51,1
51,0
51,0
83,0
83,0
83,0
79,0
83,0
30,22
51,22
30,22
30,22
51,1
76,22
30,22
36,1
30,22
30,22
30,22
51,1
30,22
51,1
51,1
51,1
51,1
51,1
30,8
30,8
6,8
30,8
414,17
414,17
414,17
45,20
45,17
45,17
45,17
45,17
44,20
44,20
44,20
15,20
154,20
154,20
154,20
154,20
6,3
6,3
6,3
6,3
6,8
6,8
6,8
6,8
6,8
6,17
6,17
414,17
259,17
6,3
6,3
6,3
6,3
6,3
6,3
7,4
7,4
7,4
9,4
9,4
608,4
9,4
9,4
9,4
61,4
9,4
61,4
18,10
18,10
3,3
3,3
3,3
3,3
3,3
3,3
6,3
16,9
16,9
3,3
0,3
3,3
3,3
0,3
97,21
30,21
0,3
30,21
47,3
0,22
102,21
30,21
30,21
102,21
54,21
54,21
54,21
3,3
0,3
3,3
54,21
3,3
54,21
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
7,4
7,4
8,4
9,4
9,4
608,4
53,4
18,23
61,4
53,4
4,4
4,4
10,4
53,4
15,9
15,9
15,8
30,8
414,17
414,17
414,17
414,17
414,20
3,3
3,3
3,3
15,9
15,9
16,9
15,8
15,8
15,17
3,3
3,3
3,3
3,3
4,3
6,3
15,9
15,9
15,9
17,9
15,8
15,8
44,20
15,20
44,20
45,20
45,20
45,20
45,17
45,17
45,17
45,17
763,17
763,17
763,17
763,17
32,17
92,14
15,20
45,17
15,20
15,20
15,20
46,20
46,20
154,20
154,20
154,20
46,20
46,20
46,20
46,20
46,20
3,3
3,3
3,3
3,3
3,3
95,31
95,31
97,31
54,31
97,31
88,21
97,31
88,21
88,21
0,3
3,3
54,31
88,21
88,21
3,3
3,3
102,21
0,3
3,3
97,21
3,3
0,3
47,21
6,3
7,4
7,4
9,4
9,4
608,4
9,4
9,4
9,4
53,4
4,4
4,4
4,4
11,4
53,4
54,4
16,9
15,9
16,9
17,9
15,8
45,20
15,20
15,20
15,20
154,20
154,20
15,20
30,17
30,17
44,20
414,17
763,17
44,20
44,20
46,17
154,20
414,17
414,20
414,17
45,20
45,20
45,17
45,17
45,17
45,17
72,14
35,14
60,1
35,14
49,14
72,14
35,14
76,17
92,14
250,1
45,17
79,1
1,1
51,0
83,0
83,0
83,0
87,43
87,1
87,1
87,1
86,0
87,0
87,0
87,0
51,0
51,0
51,0
86,0
51,0
51,1
1,1
250,1
51,1
51,1
51,1
51,1
51,1
85,1
249,1
249,1
1,1
249,1
0,3
54,3
54,3
97,21
0,3
47,3
0,22
0,1
35,0
0,1
127,1
51,1
250,1
250,1
250,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,4
4,4
11,4
11,4
51,4
51,4
51,4
11,11
16,9
608,4
610,4
7,4
7,4
9,4
9,4
9,4
9,4
9,4
9,4
61,4
3,3
3,3
3,3
3,3
9,4
4,4
4,4
10,4
53,4
53,4
53,4
3,3
3,3
97,3
97,3
6,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
7,4
7,4
9,4
9,4
9,4
9,4
9,4
9,4
701,23
61,4
18,10
18,10
15,9
16,9
17,9
15,8
15,8
413,11
15,20
72,1
72,14
35,14
76,17
72,14
45,20
92,14
45,17
45,17
45,17
172,43
87,1
49,43
87,1
87,1
87,0
87,0
87,0
87,0
51,0
51,0
51,0
51,0
83,0
82,0
83,0
79,0
83,0
88,21
88,21
88,21
88,21
88,21
88,21
35,0
88,0
88,0
632,0
632,0
85,0
85,0
95,31
95,31
54,31
97,31
97,31
54,31
97,31
54,21
54,21
3,3
54,21
3,3
54,21
54,21
3,3
3,3
3,3
3,21
3,3
95,31
95,31
102,21
88,21
88,21
54,31
88,21
88,21
0,22
30,21
30,21
102,21
30,21
30,21
30,21
30,21
30,21
0,1
35,0
0,1
48,1
250,1
250,1
249,1
250,1
1,1
1,43
172,43
49,43
49,43
83,0
83,0
83,0
79,0
83,0
172,0
49,43
87,0
86,0
260,43
49,43
49,43
85,43
49,43
3,3
3,3
0,22
0,22
36,1
0,0
0,1
51,1
51,1
51,1
51,1
51,0
85,1
51,0
51,0
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
4,4
4,4
4,4
11,4
54,4
54,4
53,4
53,4
53,4
53,4
18,10
16,9
18,10
16,9
15,9
16,9
17,9
15,8
15,8
15,8
30,17
414,17
32,17
32,17
32,17
32,17
32,17
32,17
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,8
49,17
49,17
76,17
76,17
72,14
76,17
259,17
45,17
3,3
3,3
3,3
0,3
97,21
47,3
0,22
0,22
36,1
0,1
48,1
0,1
0,0
0,1
0,1
1,1
1,1
1,1
1,1
126,1
1,1
249,1
1,1
249,1
1,1
249,1
250,1
249,1
250,1
79,1
1,1
1,1
1,1
1,43
3,3
3,3
3,3
0,3
3,3
0,3
47,3
0,22
0,1
0,1
0,1
1,1
3,3
9,4
3,3
11,4
10,4
11,4
6,3
4,4
4,4
3,3
3,3
3,3
9,4
3,3
3,3
3,3
3,3
3,3
11,4
6,3
4,4
3,3
0,3
97,21
0,3
47,3
0,22
0,22
0,1
35,0
0,1
48,1
0,1
0,0
0,1
0,1
51,1
0,1
127,1
51,1
1,1
51,1
250,1
250,1
250,1
250,1
250,1
250,1
79,1
49,14
49,14
49,14
49,1
49,1
49,1
79,1
72,14
49,14
25,14
72,1
49,14
49,14
49,14
49,14
49,14
49,1
49,1
1,1
172,1
49,43
83,0
49,43
49,43
83,0
85,1
49,43
49,43
49,0
49,0
83,0
119,45
83,0
83,0
83,0
79,0
82,1
82,1
82,0
82,0
85,1
83,0
82,0
89,1
82,0
82,0
86,0
82,0
89,1
79,1
251,1
251,1
89,1
251,1
1,1
0,22
0,1
0,1
0,1
0,1
1,1
1,1
1,1
79,1
1,1
3,3
3,3
3,3
3,3
3,3
3,3
4,3
4,4
4,4
10,4
3,3
6,3
4,4
4,4
10,4
53,4
54,4
53,4
53,4
53,4
53,4
61,4
4,10
3,3
3,3
3,3
3,3
3,3
0,3
3,3
3,3
3,3
3,3
0,3
35,0
0,1
48,1
0,0
0,1
51,1
51,1
51,1
51,1
51,1
51,0
51,0
51,0
51,0
51,0
83,0
83,0
251,1
83,0
83,0
89,1
251,1
79,0
251,0
251,0
83,0
251,0
251,0
251,0
3,3
0,3
47,3
0,1
0,1
48,1
0,0
0,1
0,0
0,1
1,1
1,1
79,1
1,1
251,1
7,4
7,4
3,3
3,3
610,4
3,3
4,3
6,3
7,4
9,4
9,4
9,4
61,4
16,9
16,9
15,9
16,9
17,9
15,8
30,17
32,17
32,17
32,17
32,17
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,8
6,17
6,17
414,17
76,17
92,14
3,3
0,3
3,3
3,3
3,3
97,21
3,3
3,3
0,3
47,3
6,3
6,3
6,3
0,22
0,1
0,1
0,1
0,1
0,1
0,1
0,1
51,1
51,1
51,1
51,1
51,0
51,0
51,0
86,0
51,0
83,0
83,0
83,0
83,0
83,0
0,0
0,1
1,1
1,1
1,1
1,1
251,1
251,1
251,1
251,1
89,1
251,1
251,0
251,1
251,0
251,0
251,0
251,0
0,3
54,3
54,3
0,3
0,22
0,22
36,1
3,3
9,4
3,3
9,4
3,3
11,4
3,3
3,3
6,3
4,4
4,4
4,4
9,4
61,4
6,3
9,4
4,4
701,23
61,4
3,3
3,3
3,3
3,3
0,3
3,3
3,3
97,21
3,3
3,3
3,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,3
6,3
6,3
412,3
412,8
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
97,31
102,21
88,21
88,21
3,21
3,3
3,3
3,3
95,31
95,31
97,31
54,31
54,31
54,31
54,31
54,21
3,3
54,21
0,3
3,3
54,21
54,21
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
610,4
7,4
7,4
9,4
9,4
608,4
9,4
61,4
701,23
16,9
15,9
17,9
15,8
15,8
30,8
30,17
30,17
32,17
32,17
32,17
72,1
36,1
49,14
35,14
50,1
35,14
92,14
45,17
49,1
49,1
83,0
83,0
83,0
172,1
87,1
87,1
172,0
85,1
87,1
87,0
86,0
87,0
87,0
87,0
83,0
83,0
0,1
0,0
0,1
1,1
1,1
79,1
1,1
251,1
251,1
83,0
251,1
251,1
89,1
251,1
79,0
251,0
251,1
251,0
251,0
83,0
3,3
0,3
0,3
97,21
0,3
47,3
0,22
0,22
0,1
36,1
3,3
3,3
3,3
0,3
0,3
0,3
0,22
3,3
3,3
3,3
3,3
3,3
3,3
0,3
3,3
0,3
3,3
3,3
0,3
3,3
3,3
0,22
0,1
0,1
48,1
0,1
0,1
1,1
1,1
1,1
126,1
1,1
1,1
250,1
250,1
249,1
249,1
249,1
79,1
1,1
1,43
156,3
0,3
0,22
36,1
43,1
250,1
250,1
250,1
250,1
156,3
15,9
6,3
15,9
15,8
15,20
76,17
76,17
76,17
45,20
45,17
45,17
45,17
15,8
30,8
30,8
30,17
30,17
